metric_id,resource_id,timestamp,cpu_utilization_pct,memory_utilization_pct,network_in_mbps,network_out_mbps,disk_utilization_pct,is_idle_flag
met-d5375d2d,res-938e55f151,2026-02-22T00:00:00Z,49.66,36.49,48.13,107.31,43.96,False
met-db5cc9c3,res-f93518575b,2026-03-21T00:00:00Z,91.68,75.73,338.31,220.14,45.18,False
met-e32d3d31,res-f93518575b,2026-03-18T00:00:00Z,6.03,26.77,349.66,108.39,79.03,False
met-55f14dcc,res-f93518575b,2026-03-15T00:00:00Z,69.84,13.85,224.73,128.8,32.48,False
met-c893e61b,res-f93518575b,2026-03-12T00:00:00Z,42.26,80.54,182.1,115.73,82.16,False
met-756d90cd,res-f93518575b,2026-03-09T00:00:00Z,75.99,56.24,381.54,71.55,53.85,False
met-09cb15fe,res-f93518575b,2026-03-06T00:00:00Z,76.93,12.67,19.84,82.03,27.85,False
met-2454b942,res-f93518575b,2026-03-03T00:00:00Z,35.76,81.03,88.84,27.13,90.64,False
met-78210d20,res-f93518575b,2026-02-28T00:00:00Z,93.02,37.04,492.79,268.5,72.84,False
met-77f633f4,res-f93518575b,2026-02-25T00:00:00Z,43.82,62.29,307.59,133.09,24.02,False
met-91093ed1,res-f93518575b,2026-02-22T00:00:00Z,34.8,87.95,210.55,168.46,89.42,False
met-42acef0b,res-4422b36199,2026-03-21T00:00:00Z,64.45,33.79,57.0,120.91,61.22,False
met-8c5a1f40,res-4422b36199,2026-03-18T00:00:00Z,49.19,14.36,11.87,30.85,81.79,False
met-4d352777,res-4422b36199,2026-03-15T00:00:00Z,61.26,48.43,57.52,66.05,67.86,False
met-eab00fec,res-4422b36199,2026-03-12T00:00:00Z,92.94,47.89,66.6,236.54,55.32,False
met-e3590dd6,res-4422b36199,2026-03-09T00:00:00Z,85.54,31.2,324.51,119.32,47.83,False
met-7f7a19c6,res-4422b36199,2026-03-06T00:00:00Z,39.33,24.93,31.86,134.72,39.76,False
met-0690de2b,res-4422b36199,2026-03-03T00:00:00Z,80.34,55.14,84.05,210.46,27.25,False
met-0b96abe0,res-4422b36199,2026-02-28T00:00:00Z,65.13,74.65,212.85,228.15,37.06,False
met-ae7fe671,res-4422b36199,2026-02-25T00:00:00Z,10.49,40.97,266.07,289.86,71.53,False
met-09a5f37e,res-4422b36199,2026-02-22T00:00:00Z,89.27,55.82,125.46,93.16,49.61,False
met-46b6f6e1,res-cc6a663d69,2026-03-21T00:00:00Z,6.9,1.31,2.86,1.03,9.0,True
met-d01e0c3f,res-cc6a663d69,2026-03-18T00:00:00Z,7.87,2.33,4.75,0.9,14.29,True
met-4096d59b,res-cc6a663d69,2026-03-15T00:00:00Z,1.75,2.91,0.96,0.09,2.1,True
met-aaa6be09,res-cc6a663d69,2026-03-12T00:00:00Z,5.62,2.82,4.11,0.3,9.33,True
met-c06ad628,res-cc6a663d69,2026-03-09T00:00:00Z,2.9,7.54,4.04,0.17,8.79,True
met-dac75841,res-cc6a663d69,2026-03-06T00:00:00Z,4.64,8.71,2.6,1.83,1.17,True
met-21a89bf0,res-cc6a663d69,2026-03-03T00:00:00Z,5.75,6.29,3.91,0.23,3.09,True
met-46f54412,res-cc6a663d69,2026-02-28T00:00:00Z,4.75,6.24,4.82,0.2,2.48,True
met-14f25712,res-cc6a663d69,2026-02-25T00:00:00Z,6.35,8.07,4.34,1.76,13.29,True
met-0f53f8ac,res-cc6a663d69,2026-02-22T00:00:00Z,2.48,6.89,2.86,0.95,3.41,True
met-5d1cd22c,res-dfdc9719b5,2026-03-21T00:00:00Z,60.64,64.47,206.84,121.76,85.92,False
met-b3d31d3e,res-dfdc9719b5,2026-03-18T00:00:00Z,67.15,13.94,242.86,84.23,47.93,False
met-63d0ac2d,res-dfdc9719b5,2026-03-15T00:00:00Z,35.41,73.49,162.37,253.64,84.37,False
met-060243d0,res-dfdc9719b5,2026-03-12T00:00:00Z,66.64,87.8,121.7,93.64,75.78,False
met-e51ef14d,res-dfdc9719b5,2026-03-09T00:00:00Z,74.66,35.67,367.11,183.47,26.7,False
met-5585bd5c,res-dfdc9719b5,2026-03-06T00:00:00Z,44.75,83.07,209.51,147.92,58.74,False
met-7810fdd5,res-dfdc9719b5,2026-03-03T00:00:00Z,38.65,14.5,397.83,24.36,73.22,False
met-170710e4,res-dfdc9719b5,2026-02-28T00:00:00Z,41.3,72.44,266.9,172.76,33.03,False
met-e4deed3a,res-dfdc9719b5,2026-02-25T00:00:00Z,83.77,26.06,38.24,14.76,23.79,False
met-20567658,res-dfdc9719b5,2026-02-22T00:00:00Z,37.43,25.93,190.49,141.94,49.77,False
met-160d04a8,res-8a970b9de2,2026-03-21T00:00:00Z,7.42,7.13,1.21,0.98,7.25,True
met-57d6bf37,res-8a970b9de2,2026-03-18T00:00:00Z,7.7,5.27,2.76,0.69,12.73,True
met-96af1327,res-8a970b9de2,2026-03-15T00:00:00Z,2.44,8.48,0.45,0.05,1.7,True
met-7cc931ae,res-8a970b9de2,2026-03-12T00:00:00Z,6.9,8.02,1.07,0.44,4.15,True
met-771632ac,res-8a970b9de2,2026-03-09T00:00:00Z,2.05,6.86,2.57,1.73,14.54,True
met-bce5cbb7,res-8a970b9de2,2026-03-06T00:00:00Z,5.62,5.27,0.66,0.35,12.21,True
met-7188b362,res-8a970b9de2,2026-03-03T00:00:00Z,2.18,6.48,4.72,1.43,10.93,True
met-fe4bf120,res-8a970b9de2,2026-02-28T00:00:00Z,2.57,9.06,4.26,0.92,4.05,True
met-bda2b2d6,res-8a970b9de2,2026-02-25T00:00:00Z,2.77,5.69,3.12,1.17,1.1,True
met-dc64392b,res-8a970b9de2,2026-02-22T00:00:00Z,8.0,9.7,4.2,1.12,9.31,True
met-995b7d52,res-777b4eac0c,2026-03-21T00:00:00Z,2.62,7.16,2.41,0.67,4.87,True
met-72958cdd,res-777b4eac0c,2026-03-18T00:00:00Z,2.94,3.49,3.28,1.9,10.12,True
met-b18e07b8,res-777b4eac0c,2026-03-15T00:00:00Z,1.91,5.66,1.2,0.11,13.0,True
met-10c39372,res-777b4eac0c,2026-03-12T00:00:00Z,6.58,4.64,1.6,0.28,1.36,True
met-0bece690,res-777b4eac0c,2026-03-09T00:00:00Z,4.23,3.66,4.53,0.81,11.31,True
met-1b7fbc20,res-777b4eac0c,2026-03-06T00:00:00Z,4.87,9.95,4.08,0.69,10.99,True
met-d4cc9399,res-777b4eac0c,2026-03-03T00:00:00Z,5.65,6.74,2.38,1.88,6.02,True
met-70da784a,res-777b4eac0c,2026-02-28T00:00:00Z,2.75,2.53,3.29,1.12,5.11,True
met-81fd6fa8,res-777b4eac0c,2026-02-25T00:00:00Z,4.03,7.67,3.63,1.12,13.78,True
met-cbcd4600,res-777b4eac0c,2026-02-22T00:00:00Z,7.6,9.1,3.27,0.44,4.13,True
met-174bc0b3,res-d5b669f9c8,2026-03-21T00:00:00Z,42.84,80.95,192.12,177.74,54.78,False
met-e07b0569,res-d5b669f9c8,2026-03-18T00:00:00Z,15.6,14.29,320.85,176.19,66.55,False
met-b66a85a8,res-d5b669f9c8,2026-03-15T00:00:00Z,47.5,25.56,68.71,205.81,59.74,False
met-b46541e9,res-d5b669f9c8,2026-03-12T00:00:00Z,42.18,79.67,83.88,297.74,45.7,False
met-4434b79d,res-d5b669f9c8,2026-03-09T00:00:00Z,93.85,81.43,493.46,47.25,84.68,False
met-db88260e,res-d5b669f9c8,2026-03-06T00:00:00Z,21.23,16.46,172.99,296.06,43.51,False
met-d23a6059,res-d5b669f9c8,2026-03-03T00:00:00Z,10.22,46.16,112.6,233.19,63.22,False
met-12d993f0,res-d5b669f9c8,2026-02-28T00:00:00Z,19.26,72.82,392.08,43.17,52.53,False
met-6549ef0c,res-d5b669f9c8,2026-02-25T00:00:00Z,43.65,44.32,243.93,6.38,60.03,False
met-a9e043c4,res-d5b669f9c8,2026-02-22T00:00:00Z,70.76,86.01,447.08,228.27,59.83,False
met-27a22a24,res-8b8ffe3b1e,2026-03-21T00:00:00Z,0.53,7.6,1.13,1.75,5.37,True
met-dcb5ef8f,res-8b8ffe3b1e,2026-03-18T00:00:00Z,1.27,5.53,1.53,0.13,1.64,True
met-a69fe6a6,res-8b8ffe3b1e,2026-03-15T00:00:00Z,7.61,5.1,2.6,1.05,7.07,True
met-b7a836b5,res-8b8ffe3b1e,2026-03-12T00:00:00Z,5.65,2.2,4.98,0.98,11.5,True
met-b48acebc,res-8b8ffe3b1e,2026-03-09T00:00:00Z,1.74,9.16,4.06,0.04,4.14,True
met-879777fe,res-8b8ffe3b1e,2026-03-06T00:00:00Z,7.89,2.9,0.11,1.01,2.72,True
met-1d469255,res-8b8ffe3b1e,2026-03-03T00:00:00Z,5.83,8.13,1.88,1.28,11.8,True
met-d3e213e1,res-8b8ffe3b1e,2026-02-28T00:00:00Z,5.17,6.35,0.24,0.22,12.71,True
met-b2ec1a68,res-8b8ffe3b1e,2026-02-25T00:00:00Z,0.86,2.04,2.22,0.25,4.54,True
met-edc9a242,res-8b8ffe3b1e,2026-02-22T00:00:00Z,5.76,2.85,3.43,0.02,6.89,True
met-32589c32,res-d1c7394082,2026-03-21T00:00:00Z,4.4,6.61,3.5,0.84,13.58,True
met-01844ea6,res-d1c7394082,2026-03-18T00:00:00Z,4.34,6.56,1.41,1.57,7.97,True
met-8b9fdc91,res-d1c7394082,2026-03-15T00:00:00Z,5.07,8.0,4.16,1.95,6.01,True
met-34d46eaf,res-d1c7394082,2026-03-12T00:00:00Z,3.57,2.44,2.74,1.82,10.63,True
met-b69652fd,res-d1c7394082,2026-03-09T00:00:00Z,4.1,3.11,0.06,0.18,2.55,True
met-ef87feec,res-d1c7394082,2026-03-06T00:00:00Z,4.81,5.45,4.75,1.56,2.05,True
met-3e474e5c,res-d1c7394082,2026-03-03T00:00:00Z,5.93,9.14,3.22,0.91,14.68,True
met-7f630d0c,res-d1c7394082,2026-02-28T00:00:00Z,2.48,1.45,4.07,1.75,12.93,True
met-986e0117,res-d1c7394082,2026-02-25T00:00:00Z,3.2,7.09,2.13,0.23,12.92,True
met-6f78b828,res-d1c7394082,2026-02-22T00:00:00Z,7.18,1.09,0.69,1.29,5.6,True
met-ffc9f535,res-ed6954835e,2026-03-21T00:00:00Z,90.96,31.46,369.2,114.92,45.7,False
met-5fd42f43,res-ed6954835e,2026-03-18T00:00:00Z,15.24,42.02,233.7,251.53,71.74,False
met-26cbd9b5,res-ed6954835e,2026-03-15T00:00:00Z,48.04,43.74,444.2,54.2,29.94,False
met-b3e2d3d2,res-ed6954835e,2026-03-12T00:00:00Z,70.38,88.53,423.73,35.6,88.34,False
met-4b197cf0,res-ed6954835e,2026-03-09T00:00:00Z,48.44,55.52,224.7,185.34,78.44,False
met-c9591cd0,res-ed6954835e,2026-03-06T00:00:00Z,60.02,79.01,441.18,219.55,86.88,False
met-c493aecb,res-ed6954835e,2026-03-03T00:00:00Z,48.48,49.05,444.92,135.0,24.75,False
met-6c191c32,res-ed6954835e,2026-02-28T00:00:00Z,63.95,10.99,435.48,159.82,75.77,False
met-1e77d6cd,res-ed6954835e,2026-02-25T00:00:00Z,70.14,27.92,478.32,262.58,58.93,False
met-56ab4a3a,res-ed6954835e,2026-02-22T00:00:00Z,66.94,59.46,222.1,219.36,56.14,False
met-16d38b3b,res-8e93953ee6,2026-03-21T00:00:00Z,62.73,21.89,414.95,268.16,65.97,False
met-c829e198,res-8e93953ee6,2026-03-18T00:00:00Z,6.05,84.75,257.73,143.44,57.19,False
met-70b2fb3d,res-8e93953ee6,2026-03-15T00:00:00Z,19.89,70.11,167.11,102.61,40.86,False
met-43155287,res-8e93953ee6,2026-03-12T00:00:00Z,50.62,54.04,195.53,246.05,25.91,False
met-00f76e25,res-8e93953ee6,2026-03-09T00:00:00Z,44.98,55.84,53.13,152.04,43.7,False
met-0703298d,res-8e93953ee6,2026-03-06T00:00:00Z,93.26,69.62,18.71,124.01,22.69,False
met-411a337d,res-8e93953ee6,2026-03-03T00:00:00Z,54.42,76.07,397.97,289.14,67.82,False
met-2aad5df6,res-8e93953ee6,2026-02-28T00:00:00Z,85.11,54.99,330.75,139.58,45.56,False
met-f6d5e436,res-8e93953ee6,2026-02-25T00:00:00Z,79.28,75.33,423.72,102.93,77.56,False
met-3b38f667,res-8e93953ee6,2026-02-22T00:00:00Z,59.0,67.33,188.01,138.5,27.31,False
met-1b7f74c6,res-9ecc8c3895,2026-03-21T00:00:00Z,5.44,1.02,1.78,1.27,12.2,True
met-41b3be23,res-9ecc8c3895,2026-03-18T00:00:00Z,4.61,4.37,0.53,1.79,7.89,True
met-30659e1a,res-9ecc8c3895,2026-03-15T00:00:00Z,6.66,7.68,2.05,0.51,3.74,True
met-d33c0d86,res-9ecc8c3895,2026-03-12T00:00:00Z,1.41,8.67,1.08,1.65,3.67,True
met-508e5bcb,res-9ecc8c3895,2026-03-09T00:00:00Z,3.03,7.81,0.23,1.27,10.41,True
met-690f7d7b,res-9ecc8c3895,2026-03-06T00:00:00Z,1.42,9.03,2.29,1.18,8.06,True
met-7d0c255f,res-9ecc8c3895,2026-03-03T00:00:00Z,7.73,1.04,3.68,1.11,7.06,True
met-1507e81d,res-9ecc8c3895,2026-02-28T00:00:00Z,4.89,9.32,3.91,1.82,10.69,True
met-b24ddde7,res-9ecc8c3895,2026-02-25T00:00:00Z,1.8,8.34,0.52,1.32,9.49,True
met-827844b9,res-9ecc8c3895,2026-02-22T00:00:00Z,2.91,8.93,2.09,1.22,10.7,True
met-af0b86c1,res-5ab86edc27,2026-03-21T00:00:00Z,40.81,37.43,154.15,242.42,30.36,False
met-aeabfd21,res-5ab86edc27,2026-03-18T00:00:00Z,59.23,80.91,261.02,253.71,61.09,False
met-557d316c,res-5ab86edc27,2026-03-15T00:00:00Z,33.25,68.95,281.25,69.12,35.73,False
met-f551daa5,res-5ab86edc27,2026-03-12T00:00:00Z,69.29,64.93,461.38,44.14,73.28,False
met-594e0ea2,res-5ab86edc27,2026-03-09T00:00:00Z,92.77,24.23,275.82,192.88,73.28,False
met-886580ef,res-5ab86edc27,2026-03-06T00:00:00Z,73.47,54.98,295.58,283.09,73.26,False
met-a75377f1,res-5ab86edc27,2026-03-03T00:00:00Z,65.68,81.51,271.61,263.86,51.68,False
met-e097bd9c,res-5ab86edc27,2026-02-28T00:00:00Z,6.15,18.52,196.63,20.65,24.25,False
met-78fc1d2b,res-5ab86edc27,2026-02-25T00:00:00Z,29.03,72.84,491.93,206.6,30.98,False
met-10e56d05,res-5ab86edc27,2026-02-22T00:00:00Z,10.58,72.75,109.96,164.65,46.9,False
met-d670aa0c,res-07bfab7864,2026-03-21T00:00:00Z,3.89,6.54,3.38,1.12,4.14,True
met-9be2f8eb,res-07bfab7864,2026-03-18T00:00:00Z,5.35,4.5,2.55,1.59,10.75,True
met-b637f742,res-07bfab7864,2026-03-15T00:00:00Z,5.7,1.42,1.91,0.83,12.03,True
met-843a6b0b,res-07bfab7864,2026-03-12T00:00:00Z,5.64,9.69,0.27,1.49,3.84,True
met-44ae04f3,res-07bfab7864,2026-03-09T00:00:00Z,7.02,8.74,2.22,0.45,9.87,True
met-19e6fb25,res-07bfab7864,2026-03-06T00:00:00Z,5.82,4.31,2.94,1.48,3.75,True
met-65d061d3,res-07bfab7864,2026-03-03T00:00:00Z,5.94,2.74,2.24,1.97,2.04,True
met-e92a74af,res-07bfab7864,2026-02-28T00:00:00Z,7.72,7.62,0.6,0.08,4.91,True
met-9a0fa088,res-07bfab7864,2026-02-25T00:00:00Z,2.48,2.45,4.23,0.01,7.53,True
met-53358694,res-07bfab7864,2026-02-22T00:00:00Z,7.53,1.36,4.64,1.19,11.83,True
met-066fe71b,res-54dbf724ce,2026-03-21T00:00:00Z,80.88,34.09,397.06,167.3,25.47,False
met-9f4bda83,res-54dbf724ce,2026-03-18T00:00:00Z,68.69,52.03,478.92,158.58,78.97,False
met-cc741f2d,res-54dbf724ce,2026-03-15T00:00:00Z,19.34,53.45,207.67,108.07,86.25,False
met-f350d09f,res-54dbf724ce,2026-03-12T00:00:00Z,64.7,36.49,153.85,285.34,66.37,False
met-e32abc72,res-54dbf724ce,2026-03-09T00:00:00Z,47.74,54.91,378.55,196.54,28.6,False
met-3f00ac02,res-54dbf724ce,2026-03-06T00:00:00Z,36.14,29.23,324.71,275.99,38.29,False
met-8acf0fad,res-54dbf724ce,2026-03-03T00:00:00Z,8.59,80.85,196.87,239.88,28.5,False
met-05474071,res-54dbf724ce,2026-02-28T00:00:00Z,28.09,67.92,22.11,157.48,77.79,False
met-c51a5e74,res-54dbf724ce,2026-02-25T00:00:00Z,51.29,50.7,248.53,92.45,68.86,False
met-ccc2784f,res-54dbf724ce,2026-02-22T00:00:00Z,33.83,16.59,57.02,291.63,78.0,False
met-c4b4dd02,res-5faf3cfc5a,2026-03-21T00:00:00Z,61.42,26.86,318.46,67.89,71.41,False
met-d91b1718,res-5faf3cfc5a,2026-03-18T00:00:00Z,80.21,26.45,416.09,264.2,75.6,False
met-64a1a806,res-5faf3cfc5a,2026-03-15T00:00:00Z,44.17,75.34,45.34,207.38,21.78,False
met-ae4a6f8c,res-5faf3cfc5a,2026-03-12T00:00:00Z,69.52,13.03,45.89,57.51,38.89,False
met-12632e87,res-5faf3cfc5a,2026-03-09T00:00:00Z,11.34,75.73,456.38,125.25,53.83,False
met-5940b1d5,res-5faf3cfc5a,2026-03-06T00:00:00Z,41.4,35.31,200.86,39.9,20.44,False
met-e1ac16e4,res-5faf3cfc5a,2026-03-03T00:00:00Z,69.83,15.06,375.52,18.43,83.62,False
met-000c9980,res-5faf3cfc5a,2026-02-28T00:00:00Z,37.19,50.23,152.02,207.33,65.49,False
met-a807c88b,res-5faf3cfc5a,2026-02-25T00:00:00Z,30.34,84.14,196.89,247.53,22.31,False
met-636b0757,res-5faf3cfc5a,2026-02-22T00:00:00Z,19.07,27.59,375.91,240.05,83.71,False
met-cc601fa3,res-a6fbe0b91f,2026-03-21T00:00:00Z,62.06,33.84,444.62,289.78,85.04,False
met-809b5f31,res-a6fbe0b91f,2026-03-18T00:00:00Z,63.31,86.59,15.46,263.06,30.6,False
met-a8ba28f3,res-a6fbe0b91f,2026-03-15T00:00:00Z,8.76,55.82,203.1,166.52,26.38,False
met-583e4cbc,res-a6fbe0b91f,2026-03-12T00:00:00Z,23.9,69.31,365.71,67.46,87.92,False
met-b8c9ec96,res-a6fbe0b91f,2026-03-09T00:00:00Z,81.63,21.4,100.16,186.98,38.96,False
met-9cac62ae,res-a6fbe0b91f,2026-03-06T00:00:00Z,15.32,63.68,287.97,21.04,76.33,False
met-e196afe5,res-a6fbe0b91f,2026-03-03T00:00:00Z,94.11,53.91,325.89,26.58,70.38,False
met-eb702a62,res-a6fbe0b91f,2026-02-28T00:00:00Z,27.56,25.79,294.49,285.7,46.79,False
met-5bc8c100,res-a6fbe0b91f,2026-02-25T00:00:00Z,65.42,28.76,149.72,25.59,34.51,False
met-9deca9de,res-a6fbe0b91f,2026-02-22T00:00:00Z,48.73,36.27,333.12,209.57,31.43,False
met-3780dfca,res-0693881731,2026-03-21T00:00:00Z,77.69,86.69,92.63,97.4,78.92,False
met-bd9009e3,res-0693881731,2026-03-18T00:00:00Z,69.1,61.27,145.57,111.05,70.97,False
met-26e1ae70,res-0693881731,2026-03-15T00:00:00Z,34.84,48.4,228.23,233.56,56.52,False
met-36382e5f,res-0693881731,2026-03-12T00:00:00Z,14.79,61.64,50.17,87.78,81.98,False
met-69b6246c,res-0693881731,2026-03-09T00:00:00Z,85.22,25.71,369.44,189.85,74.56,False
met-914a9396,res-0693881731,2026-03-06T00:00:00Z,85.29,77.97,319.5,244.73,63.42,False
met-b7074226,res-0693881731,2026-03-03T00:00:00Z,74.23,27.02,27.96,81.88,87.05,False
met-1f7ea936,res-0693881731,2026-02-28T00:00:00Z,53.57,62.31,82.83,120.79,86.86,False
met-05519919,res-0693881731,2026-02-25T00:00:00Z,58.06,78.57,75.6,152.83,26.79,False
met-1c76535e,res-0693881731,2026-02-22T00:00:00Z,37.75,10.85,127.05,289.38,93.64,False
met-f63e5517,res-137824f6dd,2026-03-21T00:00:00Z,73.15,21.23,88.02,172.08,62.44,False
met-a0ac26b4,res-137824f6dd,2026-03-18T00:00:00Z,83.5,21.7,368.68,282.06,23.03,False
met-2bbdb043,res-137824f6dd,2026-03-15T00:00:00Z,73.53,28.54,139.53,74.04,70.14,False
met-9370914c,res-137824f6dd,2026-03-12T00:00:00Z,51.61,73.32,200.17,275.78,86.12,False
met-91762985,res-137824f6dd,2026-03-09T00:00:00Z,8.59,61.88,60.58,290.69,67.52,False
met-86c668dd,res-137824f6dd,2026-03-06T00:00:00Z,29.61,69.35,293.53,173.2,48.25,False
met-305d5149,res-137824f6dd,2026-03-03T00:00:00Z,39.07,57.01,450.13,27.96,38.87,False
met-a9221161,res-137824f6dd,2026-02-28T00:00:00Z,92.54,27.83,208.86,246.08,45.88,False
met-6543bcfb,res-137824f6dd,2026-02-25T00:00:00Z,76.34,80.97,13.23,265.2,52.99,False
met-832d69ba,res-137824f6dd,2026-02-22T00:00:00Z,25.7,51.16,147.6,49.32,31.8,False
met-50b8b708,res-e2ffad8b74,2026-03-21T00:00:00Z,78.53,62.89,213.16,102.42,28.5,False
met-58e3132d,res-e2ffad8b74,2026-03-18T00:00:00Z,65.77,48.32,299.49,195.94,50.82,False
met-17e3498b,res-e2ffad8b74,2026-03-15T00:00:00Z,26.93,20.23,300.25,44.74,58.45,False
met-2d9a0ef5,res-e2ffad8b74,2026-03-12T00:00:00Z,85.17,21.75,91.51,277.12,58.75,False
met-ef4ca43f,res-e2ffad8b74,2026-03-09T00:00:00Z,41.49,87.54,322.44,264.16,74.6,False
met-b87fde44,res-e2ffad8b74,2026-03-06T00:00:00Z,78.92,85.78,116.13,183.93,55.36,False
met-d55b39a7,res-e2ffad8b74,2026-03-03T00:00:00Z,48.35,27.55,211.28,47.1,63.7,False
met-c2044d8f,res-e2ffad8b74,2026-02-28T00:00:00Z,74.07,59.86,260.29,54.48,71.42,False
met-2fb55996,res-e2ffad8b74,2026-02-25T00:00:00Z,88.01,57.72,43.73,116.57,29.92,False
met-04785a15,res-e2ffad8b74,2026-02-22T00:00:00Z,6.49,51.82,455.58,206.89,81.99,False
met-a5589835,res-705884010b,2026-03-21T00:00:00Z,20.97,82.13,303.91,263.94,59.86,False
met-34426865,res-705884010b,2026-03-18T00:00:00Z,72.71,17.46,333.1,271.09,60.45,False
met-0c708447,res-705884010b,2026-03-15T00:00:00Z,5.11,85.02,342.49,132.29,51.55,False
met-cb7b563b,res-705884010b,2026-03-12T00:00:00Z,83.73,65.81,220.19,281.83,56.16,False
met-f9739194,res-705884010b,2026-03-09T00:00:00Z,74.18,38.04,404.26,272.82,82.79,False
met-1e4b4bc9,res-705884010b,2026-03-06T00:00:00Z,56.85,44.04,134.71,230.93,88.26,False
met-bdb8f870,res-705884010b,2026-03-03T00:00:00Z,12.54,57.86,276.43,81.05,20.41,False
met-2fbe06f3,res-705884010b,2026-02-28T00:00:00Z,71.93,10.57,266.04,158.33,48.13,False
met-ead059bf,res-705884010b,2026-02-25T00:00:00Z,23.49,74.34,210.33,36.44,51.96,False
met-c31915f2,res-705884010b,2026-02-22T00:00:00Z,57.68,30.9,272.69,171.58,65.89,False
met-b56888c4,res-a2d4262f33,2026-03-21T00:00:00Z,7.94,4.58,1.02,1.1,8.81,True
met-4dc0a883,res-a2d4262f33,2026-03-18T00:00:00Z,1.84,6.03,2.42,1.98,9.09,True
met-ae55ffd2,res-a2d4262f33,2026-03-15T00:00:00Z,6.31,4.58,0.69,1.73,2.67,True
met-411e3796,res-a2d4262f33,2026-03-12T00:00:00Z,2.22,8.05,4.75,0.2,8.12,True
met-72912b20,res-a2d4262f33,2026-03-09T00:00:00Z,6.4,8.21,3.07,1.37,1.73,True
met-9619c05c,res-a2d4262f33,2026-03-06T00:00:00Z,3.42,6.72,4.02,1.65,7.6,True
met-2f327c78,res-a2d4262f33,2026-03-03T00:00:00Z,5.0,1.79,1.32,0.74,9.53,True
met-6a91a7e8,res-a2d4262f33,2026-02-28T00:00:00Z,5.93,9.38,2.0,1.31,5.01,True
met-39dbb7c7,res-a2d4262f33,2026-02-25T00:00:00Z,7.73,1.52,3.87,0.35,7.92,True
met-5e667f56,res-a2d4262f33,2026-02-22T00:00:00Z,0.58,8.66,4.65,1.04,3.73,True
met-775cdeb5,res-eaffa50f7d,2026-03-21T00:00:00Z,6.38,5.59,3.49,1.23,10.44,True
met-c080a4ee,res-eaffa50f7d,2026-03-18T00:00:00Z,3.2,6.9,4.88,0.17,4.86,True
met-ad734110,res-eaffa50f7d,2026-03-15T00:00:00Z,3.5,7.03,2.03,0.4,1.22,True
met-6537ead3,res-eaffa50f7d,2026-03-12T00:00:00Z,5.78,9.27,2.75,1.45,8.83,True
met-2f51c189,res-eaffa50f7d,2026-03-09T00:00:00Z,4.87,4.13,4.08,0.45,14.48,True
met-073e5dcf,res-eaffa50f7d,2026-03-06T00:00:00Z,3.91,4.64,0.02,0.35,8.09,True
met-51e6b135,res-eaffa50f7d,2026-03-03T00:00:00Z,4.69,5.53,1.7,0.23,8.19,True
met-1c46e182,res-eaffa50f7d,2026-02-28T00:00:00Z,2.43,5.84,3.97,0.5,7.2,True
met-4d0e87a2,res-eaffa50f7d,2026-02-25T00:00:00Z,3.33,5.35,1.22,0.68,11.86,True
met-5ba0064a,res-eaffa50f7d,2026-02-22T00:00:00Z,5.61,9.07,4.31,0.96,4.61,True
met-6653a6a1,res-e662594bf9,2026-03-21T00:00:00Z,75.98,27.63,353.58,241.05,50.93,False
met-23384c07,res-e662594bf9,2026-03-18T00:00:00Z,36.78,52.85,353.4,82.69,41.55,False
met-e80be4c6,res-e662594bf9,2026-03-15T00:00:00Z,40.9,69.9,177.58,168.59,33.39,False
met-59f09bcd,res-e662594bf9,2026-03-12T00:00:00Z,33.25,27.49,291.12,58.92,75.96,False
met-95be52d4,res-e662594bf9,2026-03-09T00:00:00Z,88.72,25.21,371.19,74.28,38.15,False
met-8d2e905a,res-e662594bf9,2026-03-06T00:00:00Z,28.89,28.34,419.12,251.72,46.7,False
met-23321342,res-e662594bf9,2026-03-03T00:00:00Z,75.1,19.59,48.46,286.96,56.95,False
met-60d598dd,res-e662594bf9,2026-02-28T00:00:00Z,5.6,78.57,479.42,255.16,47.84,False
met-cf6803f6,res-e662594bf9,2026-02-25T00:00:00Z,33.39,81.85,441.68,174.48,40.6,False
met-503e3c9b,res-e662594bf9,2026-02-22T00:00:00Z,21.46,71.14,260.46,122.37,76.26,False
met-b64935be,res-c0e340b3e4,2026-03-21T00:00:00Z,4.44,4.81,4.7,0.07,5.86,True
met-af5de00b,res-c0e340b3e4,2026-03-18T00:00:00Z,6.95,7.98,2.29,0.24,8.25,True
met-3d452d56,res-c0e340b3e4,2026-03-15T00:00:00Z,2.87,1.08,3.37,0.76,2.41,True
met-ef90f6f8,res-c0e340b3e4,2026-03-12T00:00:00Z,3.21,8.76,0.94,0.53,4.77,True
met-72845e43,res-c0e340b3e4,2026-03-09T00:00:00Z,7.69,4.09,0.92,0.85,6.87,True
met-aabf79b2,res-c0e340b3e4,2026-03-06T00:00:00Z,6.14,4.29,2.0,0.9,9.0,True
met-29ce0bba,res-c0e340b3e4,2026-03-03T00:00:00Z,7.84,7.17,4.07,1.44,12.26,True
met-d421218d,res-c0e340b3e4,2026-02-28T00:00:00Z,4.67,8.71,0.98,1.6,11.34,True
met-bfd3dae4,res-c0e340b3e4,2026-02-25T00:00:00Z,4.05,1.09,2.11,0.27,13.51,True
met-fb6a9d62,res-c0e340b3e4,2026-02-22T00:00:00Z,5.23,5.81,1.58,0.97,4.51,True
